booking_id,guest_id,hotel_id,booking_date,room_type_requested,booking_channel,nights_booked,total_amount
B02020,G0180,H002,22-09-2025,Deluxe,Travel Agent,7,27257.65
B02021,G0212,H006,21-02-2026,Standard,Website,1,3162.97
B02022,G0317,H009,30-03-2025,Deluxe,Travel Agent,5,29494.38
B02023,G0350,H019,11-07-2026,Suite,Walk-in,14,138965.87
B02024,G0142,H020,10-06-2024,Deluxe,Mobile App,10,42261.31
B02025,G0304,H015,17-09-2025,Standard,Website,1,4125.41
B02026,G0280,H001,01-03-2026,Standard,Website,4,11381.63
B02027,G0211,H019,02-08-2024,Standard,Travel Agent,7,22143.54
B02028,G0344,H018,18-12-2025,Executive,Website,3,20292
B02029,G0074,H023,17-08-2025,Deluxe,Website,3,13037.93
B02030,G0039,H005,25-08-2024,Standard,Website,5,17113.36
B02031,G0316,H008,16-03-2024,Deluxe,Website,3,13728.88
B02032,G0152,H011,24-09-2024,Deluxe,Walk-in,1,4295.03
B02033,G0314,H007,08-05-2026,Standard,Travel Agent,4,12189.72
B02034,G0321,H020,31-05-2024,Standard,Mobile App,3,7728.33
B02035,G0023,H011,25-02-2026,Deluxe,Travel Agent,14,57883.92
B02036,G0321,H025,03-02-2024,Standard,Website,3,8980.79
B02037,G0155,H001,09-07-2026,Standard,Website,4,11863.71
B02038,G0183,H003,20-01-2026,Deluxe,Mobile App,5,28838.31
B02039,G0237,H021,06-08-2026,Standard,Travel Agent,4,13892.89
B02040,G0337,H005,06-01-2026,Executive,Website,4,31114.4
B02041,G0009,H021,21-05-2026,Standard,Website,1,3424.41
B02042,G0171,H020,31-05-2024,Deluxe,Mobile App,2,8656.67
B02043,G0260,H003,25-02-2026,Standard,Walk-in,2,8038.03
B02044,G0268,H011,13-02-2024,Standard,Website,2,5076.75
B02045,G0262,H002,05-09-2025,Standard,Website,2,5523.49
B02046,G0053,H003,15-12-2024,Standard,Mobile App,3,11438.8
B02047,G0116,H004,30-07-2025,Standard,Website,2,5358.98
B02048,G0130,H012,25-11-2024,Deluxe,Mobile App,5,23021.98
B02049,G0294,H024,14-03-2026,Standard,Travel Agent,3,7671.38
B02050,G0107,H008,31-07-2024,Standard,Walk-in,3,10452.43
B02051,G0079,H001,16-03-2026,Suite,Travel Agent,10,83552.93
B02052,G0345,H006,22-06-2025,Standard,Website,5,18701.21
B02053,G0003,H013,17-07-2026,Standard,Mobile App,7,22124.65
B02054,G0350,H001,26-01-2026,Standard,Travel Agent,10,29706.44
B02055,G0256,H016,07-08-2026,Deluxe,Phone,3,12530.98
B02056,G0305,H007,21-02-2026,Deluxe,Website,2,9304.55
B02057,G0115,H005,31-01-2025,Deluxe,Mobile App,2,9344.22
B02058,G0007,H021,08-08-2025,Deluxe,Travel Agent,2,9313.79
B02059,G0271,H014,05-09-2024,Suite,Website,4,39338.6
B02060,G0307,H007,22-05-2026,Standard,Phone,2,6710.37
B02061,G0273,H013,11-02-2024,Standard,Phone,2,5536.55
B02062,G0056,H012,07-02-2026,Suite,Walk-in,1,7506.15
B02063,G0277,H024,26-11-2024,Deluxe,Website,4,16354.1
B02064,G0283,H001,20-06-2026,Deluxe,Mobile App,2,9223.4
B02065,G0247,H017,05-01-2026,Deluxe,Walk-in,3,19355.33
B02066,G0281,H008,01-03-2026,Deluxe,Mobile App,3,15243.3
B02067,G0313,H009,01-07-2024,Standard,Phone,2,8438.06
B02068,G0233,H022,04-03-2024,Deluxe,Website,4,20891.77
B02069,G0029,H010,23-05-2026,Standard,Walk-in,1,3605.53
B02070,G0178,H007,29-12-2024,Suite,Website,2,19066.79
B02071,G0029,H024,08-02-2025,Standard,Website,1,2586.2
B02072,G0142,H015,06-09-2025,Deluxe,Travel Agent,4,23672.69
B02073,G0142,H007,13-09-2025,Standard,Website,4,13521.89
B02074,G0025,H013,17-05-2024,Deluxe,Phone,1,4206.98
B02075,G0126,H024,05-02-2024,Standard,Website,4,12211.79
B02076,G0040,H025,23-05-2025,Executive,Phone,1,8072.51
B02077,G0295,H014,19-06-2026,Suite,Travel Agent,3,23950.64
B02078,G0344,H006,22-07-2026,Standard,Website,5,17288.55
B02079,G0028,H025,08-12-2024,Standard,Mobile App,5,17031.58
B02080,G0344,H008,14-01-2024,Deluxe,Website,3,15229.86
B02081,G0188,H010,16-01-2026,Suite,Mobile App,10,99738.1
B02082,G0116,H001,27-07-2026,Suite,Travel Agent,2,15786.53
B02083,G0029,H005,20-12-2024,Suite,Website,3,29261.51
B02084,G0180,H021,24-02-2026,Suite,Website,3,25394.04
B02085,G0288,H017,24-05-2025,Deluxe,Walk-in,3,18663.34
B02086,G0265,H007,21-02-2025,Standard,Travel Agent,7,24322.38
B02087,G0015,H005,31-12-2025,Standard,Mobile App,2,6638.18
B02088,G0028,H009,04-04-2024,Executive,Travel Agent,5,39718.27
B02089,G0140,H018,16-06-2025,Standard,Travel Agent,5,14806.67
B02090,G0115,H008,05-11-2025,Deluxe,Mobile App,2,10880.23
B02091,G0092,H017,17-02-2024,Deluxe,Website,1,6255.08
B02092,G0109,H002,19-01-2024,Executive,Walk-in,1,6727.41
B02093,G0294,H013,06-03-2026,Standard,Mobile App,5,15269.58
B02094,G0339,H005,30-01-2025,Deluxe,Website,7,33068.88
B02095,G0141,H025,28-06-2024,Standard,Walk-in,2,7297.54
B02096,G0326,H018,05-10-2025,Standard,Mobile App,3,9339.61
B02097,G0121,H025,10-03-2025,Deluxe,Walk-in,3,17038.43
B02098,G0171,H009,01-05-2026,Standard,Phone,1,3716.61
B02099,G0088,H001,21-07-2025,Suite,Phone,4,29569.57
B02100,G0241,H016,31-08-2024,Suite,Walk-in,4,30964.56
B02101,G0350,H002,21-02-2025,Standard,Mobile App,3,7820.69
B02102,G0227,H022,14-04-2024,Standard,Travel Agent,1,4209.99
B02103,G0130,H012,03-06-2025,Executive,Mobile App,1,5834.02
B02104,G0241,H006,10-08-2025,Executive,Travel Agent,2,13647.56
B02105,G0047,H006,06-04-2026,Standard,Mobile App,3,11256.54
B02106,G0321,H025,06-03-2025,Deluxe,Walk-in,5,26370.7
B02107,G0180,H021,23-03-2026,Deluxe,Mobile App,4,21203.15
B02108,G0155,H003,22-02-2026,Suite,Website,3,30341.28
B02109,G0218,H021,28-01-2025,Executive,Website,2,13108.42
B02110,G0236,H025,24-06-2024,Deluxe,Website,3,17004.73
B02111,G0027,H006,18-07-2024,Suite,Website,5,48753.29
B02112,G0258,H010,16-08-2024,Suite,Travel Agent,2,18425.32
B02113,G0095,H014,26-02-2024,Deluxe,Website,3,13957.34
B02114,G0265,H004,17-10-2025,Deluxe,Mobile App,7,31178.23
B02115,G0302,H024,27-06-2024,Standard,Mobile App,14,37515.48
B02116,G0294,H008,10-07-2026,Standard,Travel Agent,7,24574.6
B02117,G0199,H017,09-07-2026,Standard,Walk-in,4,16892.18
B02118,G0188,H001,18-10-2024,Suite,Phone,5,34854.42
B02119,G0056,H023,25-05-2024,Deluxe,Mobile App,1,4624.81
B02120,G0285,H005,13-03-2026,Standard,Travel Agent,3,9284.11
B02121,G0104,H009,07-11-2025,Standard,Mobile App,3,11266.11
B02122,G0180,H003,11-06-2026,Executive,Website,3,26981.5
B02123,G0110,H022,10-04-2024,Suite,Walk-in,4,44953.77
B02124,G0053,H019,17-11-2024,Standard,Phone,1,3670.17
B02125,G0238,H009,06-03-2026,Standard,Website,3,12489.7
B02126,G0017,H017,20-05-2026,Standard,Walk-in,5,21098.84
B02127,G0276,H016,27-12-2025,Suite,Website,3,23140.68
B02128,G0120,H013,06-09-2025,Executive,Mobile App,14,78052.46
B02129,G0001,H013,20-02-2026,Deluxe,Website,3,13905.09
B02130,G0184,H001,15-04-2025,Standard,Website,3,8845.34
B02131,G0015,H003,13-05-2025,Standard,Mobile App,5,18665.83
B02132,G0106,H014,09-04-2025,Suite,Walk-in,3,29681.84
B02133,G0265,H021,29-03-2025,Standard,Website,4,12622.97
B02134,G0023,H009,21-10-2024,Standard,Mobile App,2,7390.38
B02135,G0311,H002,15-06-2024,Deluxe,Mobile App,1,4203.38
B02136,G0001,H014,02-06-2026,Deluxe,Mobile App,2,10297.24
B02137,G0097,H024,04-04-2024,Suite,Travel Agent,5,42401.52
B02138,G0273,H002,03-08-2026,Executive,Mobile App,7,38501.34
B02139,G0120,H009,07-03-2026,Standard,Phone,4,14709.54
B02140,G0035,H007,25-08-2025,Standard,Website,7,26332.35
B02141,G0131,H012,17-11-2024,Deluxe,Website,2,9578.13
B02142,G0104,H015,21-04-2024,Deluxe,Website,1,6353.95
B02143,G0312,H022,26-12-2024,Standard,Mobile App,1,3534.41
B02144,G0118,H008,02-06-2026,Suite,Phone,2,17999.7
B02145,G0287,H019,16-03-2026,Executive,Mobile App,1,7164.06
B02146,G0321,H022,01-07-2026,Deluxe,Website,3,18532.53
B02147,G0151,H019,21-06-2024,Standard,Website,2,6790.16
B02148,G0328,H004,17-04-2026,Standard,Website,1,2836.22
B02149,G0136,H009,29-11-2025,Suite,Mobile App,3,34636.78
B02150,G0346,H015,15-07-2026,Deluxe,Mobile App,3,19342.99
B02151,G0029,H001,17-03-2024,Suite,Mobile App,5,42133.75
B02152,G0259,H018,26-08-2025,Suite,Website,1,7723.92
B02153,G0180,H006,07-11-2025,Deluxe,Website,5,27161.32
B02154,G0136,H020,04-12-2025,Standard,Travel Agent,5,13410.7
B02155,G0239,H018,22-04-2026,Standard,Website,3,8701.37
B02156,G0265,H014,22-11-2024,Standard,Website,4,15065.47
B02157,G0002,H016,24-01-2024,Suite,Mobile App,4,30215.17
B02158,G0065,H004,28-11-2025,Deluxe,Travel Agent,2,9530.21
B02159,G0265,H013,29-08-2024,Deluxe,Walk-in,5,18981.17
B02160,G0251,H001,26-05-2026,Standard,Website,3,7918.97
B02161,G0346,H021,17-08-2024,Standard,Travel Agent,1,3298.51
B02162,G0280,H022,13-06-2026,Standard,Travel Agent,3,11559.04
B02163,G0344,H022,17-04-2024,Standard,Mobile App,4,15699.77
B02164,G0265,H006,27-02-2026,Standard,Mobile App,2,6604.58
B02165,G0116,H025,12-04-2025,Deluxe,Website,3,16252.85
B02166,G0037,H008,25-10-2025,Standard,Mobile App,2,6850.39
B02167,G0286,H006,17-01-2024,Standard,Walk-in,5,18165.33
B02168,G0241,H023,11-09-2025,Deluxe,Travel Agent,3,14411.28
B02169,G0015,H023,05-04-2026,Deluxe,Mobile App,2,7832.98
B02170,G0131,H020,22-06-2026,Standard,Travel Agent,3,8881.98
B02171,G0344,H003,24-10-2025,Standard,Mobile App,3,11589.32
B02172,G0180,H023,10-10-2024,Deluxe,Website,7,28189.31
B02173,G0150,H013,10-03-2026,Standard,Mobile App,3,9601.43
B02174,G0161,H001,10-07-2024,Executive,Mobile App,2,11033.98
B02175,G0078,H003,20-09-2025,Deluxe,Travel Agent,2,12024.99
B02176,G0132,H013,19-05-2025,Deluxe,Walk-in,3,12714.86
B02177,G0133,H023,24-05-2025,Suite,Walk-in,1,7717.72
B02178,G0016,H016,19-07-2024,Executive,Website,3,17632.14
B02179,G0282,H001,20-06-2025,Standard,Website,3,8058.71
B02180,G0146,H023,23-02-2024,Standard,Website,7,19405.75
B02181,G0302,H013,03-02-2025,Deluxe,Website,2,7640.46
B02182,G0316,H004,20-11-2025,Standard,Walk-in,1,3042.53
B02183,G0079,H012,22-05-2026,Standard,Website,3,8527.44
B02184,G0246,H007,13-07-2026,Standard,Walk-in,3,9380.94
B02185,G0169,H021,09-09-2024,Executive,Travel Agent,4,31482.94
B02186,G0321,H013,19-03-2026,Suite,Website,7,54418.64
B02187,G0082,H019,12-07-2026,Executive,Website,1,6512.9
B02188,G0257,H011,27-11-2025,Standard,Travel Agent,4,12690.05
B02189,G0230,H011,01-07-2024,Standard,Phone,1,3182.25
B02190,G0115,H023,09-07-2025,Standard,Mobile App,4,11116.15
B02191,G0053,H017,16-08-2024,Standard,Travel Agent,2,6903.26
B02192,G0242,H016,23-10-2025,Deluxe,Phone,7,30566.33
B02193,G0271,H020,17-01-2024,Standard,Mobile App,4,12389.61
B02194,G0120,H001,17-08-2024,Standard,Mobile App,1,2992.8
B02195,G0241,H019,08-06-2025,Standard,Walk-in,7,24278.62
B02196,G0138,H002,17-06-2024,Standard,Walk-in,2,5370.43
B02197,G0265,H002,23-03-2026,Standard,Mobile App,2,5163.49
B02198,G0074,H015,27-10-2024,Standard,Walk-in,1,3633.4
B02199,G0321,H012,26-06-2024,Deluxe,Website,2,9088.47
B02200,G0113,H004,14-05-2026,Standard,Mobile App,5,12760.27
B02201,G0132,H009,27-09-2025,Executive,Website,5,44904.3
B02202,G0020,H025,17-10-2024,Suite,Website,2,17950.6
B02203,G0040,H017,22-09-2025,Executive,Website,3,24926.07
B02204,G0188,H020,02-03-2024,Deluxe,Website,3,12195.8
B02205,G0103,H008,28-02-2026,Suite,Mobile App,5,43678.25
B02206,G0309,H005,15-06-2024,Executive,Mobile App,7,54216.89
B02207,G0008,H002,02-03-2025,Executive,Walk-in,3,18069.81
B02208,G0136,H015,11-02-2026,Deluxe,Website,5,26690.88
B02209,G0123,H011,24-12-2025,Deluxe,Phone,7,28515.16
B02210,G0009,H024,03-12-2025,Deluxe,Phone,4,16452.77
B02211,G0048,H020,30-12-2025,Standard,Mobile App,2,5900.14
B02212,G0145,H003,01-05-2024,Suite,Mobile App,2,19054.24
B02213,G0180,H002,10-09-2024,Standard,Walk-in,2,5361.4
B02214,G0141,H008,24-10-2025,Standard,Website,3,10967.18
B02215,G0190,H011,30-08-2024,Suite,Website,1,7387.37
B02216,G0224,H017,04-02-2024,Standard,Mobile App,3,10801.82
B02217,G0004,H010,31-10-2025,Standard,Walk-in,3,9870.04
B02218,G0164,H020,23-08-2025,Executive,Mobile App,3,20026.54
B02219,G0346,H014,15-08-2024,Standard,Mobile App,2,7515.7
B02220,G0188,H014,20-10-2025,Standard,Website,2,6798.5
B02221,G0257,H023,26-01-2026,Standard,Mobile App,1,3191.08
B02222,G0117,H007,22-06-2025,Suite,Website,3,29313.56
B02223,G0284,H007,24-12-2025,Suite,Website,3,29727.13
B02224,G0283,H001,26-03-2026,Deluxe,Mobile App,1,4555.21
B02225,G0188,H003,25-06-2026,Deluxe,Mobile App,3,16296.15
B02226,G0349,H015,03-08-2026,Standard,Mobile App,4,15247.33
B02227,G0049,H003,24-12-2025,Deluxe,Website,1,5640.73
B02228,G0009,H011,10-04-2026,Standard,Phone,3,8117.82
B02229,G0283,H013,20-10-2024,Standard,Mobile App,1,2619.71
B02230,G0295,H017,24-04-2024,Suite,Walk-in,4,40620.61
B02231,G0045,H018,04-11-2025,Standard,Website,1,3128.32
B02232,G0103,H015,28-07-2026,Executive,Mobile App,1,8276.62
B02233,G0009,H007,29-07-2025,Standard,Travel Agent,1,3439.86
B02234,G0115,H006,14-07-2026,Executive,Phone,2,13354.81
B02235,G0283,H019,15-01-2026,Executive,Website,2,13350.02
B02236,G0188,H024,13-04-2024,Standard,Website,5,12863.77
B02237,G0125,H008,06-11-2024,Deluxe,Website,7,34042.41
B02238,G0135,H023,16-03-2026,Executive,Travel Agent,5,31051.23
B02239,G0001,H018,23-11-2024,Executive,Website,1,6487.18
B02240,G0116,H024,19-04-2025,Deluxe,Mobile App,1,4192.74
B02241,G0241,H001,10-09-2024,Deluxe,Website,2,9262.6
B02242,G0348,H016,04-03-2026,Deluxe,Travel Agent,1,4249.17
B02243,G0314,H019,24-04-2026,Standard,Website,1,3031.32
B02244,G0010,H011,26-02-2024,Standard,Walk-in,2,5777.8
B02245,G0322,H024,24-05-2025,Standard,Mobile App,7,19241.7
B02246,G0286,H018,16-08-2025,Executive,Mobile App,1,5442.12
B02247,G0286,H025,22-11-2025,Executive,Website,2,15325.38
B02248,G0161,H002,13-01-2026,Deluxe,Website,5,20292.89
B02249,G0139,H016,21-07-2025,Deluxe,Phone,5,21622.78
B02250,G0116,H019,02-06-2025,Standard,Travel Agent,4,14280.03
B02251,G0025,H012,18-06-2026,Deluxe,Mobile App,2,8683.48
B02252,G0089,H025,21-01-2026,Suite,Walk-in,1,8003.36
B02253,G0097,H008,05-11-2024,Executive,Mobile App,5,39428.39
B02254,G0176,H011,25-07-2026,Standard,Website,5,13170.52
B02255,G0276,H024,19-01-2026,Deluxe,Phone,1,4597.89
B02256,G0170,H019,20-10-2025,Standard,Phone,7,25147.53
B02257,G0020,H001,10-11-2025,Standard,Website,2,6255
B02258,G0345,H007,07-06-2025,Standard,Walk-in,7,24148.81
B02259,G0342,H003,26-04-2025,Standard,Mobile App,1,4348.18
B02260,G0287,H013,23-08-2025,Standard,Website,1,2665.07
B02261,G0350,H022,30-04-2024,Executive,Phone,2,17758.85
B02262,G0199,H002,22-05-2024,Standard,Travel Agent,4,10404.61
B02263,G0346,H013,26-01-2025,Standard,Walk-in,1,2952.26
B02264,G0029,H015,02-02-2024,Standard,Website,4,15723.82
B02265,G0131,H008,24-03-2025,Standard,Mobile App,4,12016.72
B02266,G0087,H007,08-08-2025,Standard,Website,3,10557.12
B02267,G0073,H021,11-04-2025,Suite,Walk-in,4,32777.12
B02268,G0055,H010,21-02-2026,Standard,Website,1,3434.83
B02269,G0234,H021,16-09-2025,Deluxe,Phone,5,25872.98
B02270,G0286,H005,30-11-2024,Standard,Website,1,3667.43
B02271,G0213,H007,22-09-2025,Deluxe,Mobile App,10,53544.3
B02272,G0057,H003,09-05-2026,Suite,Travel Agent,1,11553.29
B02273,G0296,H022,18-07-2026,Deluxe,Website,4,23895.92
B02274,G0239,H001,23-04-2026,Suite,Website,2,14032.05
B02275,G0136,H014,14-07-2024,Executive,Mobile App,3,21172.93
B02276,G0255,H005,19-02-2026,Standard,Website,7,25950.21
B02277,G0101,H005,08-03-2026,Standard,Phone,7,23257.86
B02278,G0124,H020,05-01-2025,Standard,Website,3,7686.65
B02279,G0332,H020,05-09-2025,Standard,Travel Agent,10,28218.55
B02280,G0115,H001,22-07-2026,Standard,Website,5,14458.67
B02281,G0167,H004,11-07-2026,Standard,Website,5,15497.19
B02282,G0321,H021,01-12-2025,Deluxe,Website,4,19256.32
B02283,G0265,H002,12-09-2024,Standard,Mobile App,7,19627.15
B02284,G0023,H019,31-05-2025,Executive,Mobile App,2,15905.37
B02285,G0057,H020,11-11-2024,Standard,Mobile App,4,12874.51
B02286,G0002,H010,15-01-2025,Standard,Website,2,6739.45
B02287,G0239,H005,18-04-2024,Suite,Website,2,16419.23
B02288,G0155,H002,14-04-2026,Suite,Travel Agent,3,20467.86
B02289,G0053,H024,28-01-2024,Suite,Mobile App,1,7497.45
B02290,G0345,H003,20-02-2026,Deluxe,Mobile App,1,5159.55
B02291,G0190,H024,11-08-2024,Deluxe,Mobile App,1,3812.01
B02292,G0095,H004,07-01-2026,Executive,Travel Agent,2,11386.46
B02293,G0180,H014,17-10-2024,Deluxe,Website,2,9488.73
B02294,G0258,H002,22-03-2024,Suite,Website,10,85385.39
B02295,G0029,H010,18-05-2025,Standard,Mobile App,1,3135.95
B02296,G0105,H019,23-11-2025,Standard,Website,5,17661.39
B02297,G0295,H014,24-04-2025,Deluxe,Mobile App,3,14141.56
B02298,G0162,H001,16-02-2026,Standard,Phone,5,15319.52
B02299,G0199,H013,13-09-2025,Standard,Walk-in,7,22157.65
B02300,G0150,H013,20-11-2025,Standard,Website,2,5129.7
B02301,G0015,H005,04-04-2025,Deluxe,Mobile App,1,5674.4
B02302,G0063,H014,16-02-2025,Standard,Website,2,6920.75
B02303,G0154,H003,12-02-2026,Suite,Website,3,32639
B02304,G0078,H009,07-05-2024,Standard,Travel Agent,2,7303.65
B02305,G0015,H003,17-02-2026,Suite,Mobile App,4,43936.58
B02306,G0313,H009,14-12-2025,Deluxe,Website,3,18454.31
B02307,G0350,H006,20-11-2024,Standard,Mobile App,3,10922.61
B02308,G0288,H021,11-02-2025,Suite,Walk-in,7,61872.57
B02309,G0316,H017,12-09-2025,Executive,Mobile App,3,23247.82
B02310,G0095,H015,27-08-2025,Deluxe,Walk-in,2,11871.08
B02311,G0346,H004,26-10-2024,Standard,Mobile App,1,2671.4
B02312,G0073,H002,20-10-2024,Deluxe,Mobile App,2,9304.92
B02313,G0344,H011,19-02-2026,Standard,Website,4,11523.09
B02314,G0350,H020,28-08-2025,Standard,Mobile App,1,2947.38
B02315,G0265,H001,06-04-2026,Standard,Walk-in,2,6276.79
B02316,G0350,H022,18-05-2026,Standard,Website,1,3865.83
B02317,G0209,H018,14-07-2026,Suite,Website,2,16653.85
B02318,G0101,H022,07-11-2025,Deluxe,Mobile App,3,16534.06
B02319,G0151,H018,20-05-2026,Executive,Travel Agent,2,12853.04
B02320,G0223,H020,07-02-2026,Deluxe,Mobile App,5,22995.21
B02321,G0028,H005,04-04-2025,Suite,Website,2,16029.18
B02322,G0234,H017,09-02-2026,Deluxe,Phone,7,41065.74
B02323,G0350,H003,14-04-2026,Executive,Phone,7,55750.75
B02324,G0072,H006,21-05-2024,Suite,Mobile App,5,43763.81
B02325,G0288,H024,20-09-2025,Executive,Mobile App,2,12320.54
B02326,G0327,H001,24-03-2025,Deluxe,Website,1,4347.1
B02327,G0342,H016,04-03-2025,Standard,Travel Agent,5,13229.4
B02328,G0346,H013,12-07-2024,Deluxe,Website,2,9165.68
B02329,G0188,H003,15-11-2025,Executive,Mobile App,3,27032.91
B02330,G0350,H006,03-10-2024,Deluxe,Mobile App,7,32527.54
B02331,G0278,H019,03-04-2026,Executive,Travel Agent,5,37741.56
B02332,G0061,H009,21-02-2024,Standard,Mobile App,4,14693.74
B02333,G0171,H003,20-03-2026,Suite,Mobile App,2,18584.51
B02334,G0265,H018,10-07-2026,Deluxe,Website,2,9436.9
B02335,G0098,H018,08-12-2025,Deluxe,Website,2,7784.72
B02336,G0241,H015,11-08-2026,Deluxe,Walk-in,3,18169.2
B02337,G0251,H010,01-08-2025,Deluxe,Walk-in,7,37311.34
B02338,G0062,H020,16-10-2024,Standard,Mobile App,4,12699.56
B02339,G0206,H001,27-11-2025,Standard,Mobile App,1,2830.76
B02340,G0283,H018,07-11-2024,Standard,Mobile App,1,3173.39
B02341,G0180,H025,20-04-2026,Standard,Mobile App,2,6850.37
B02342,G0005,H017,10-07-2025,Executive,Phone,4,31545.89
B02343,G0003,H018,20-11-2025,Deluxe,Website,1,4237.7
B02344,G0130,H013,21-09-2024,Deluxe,Phone,4,16989.73
B02345,G0337,H003,12-08-2025,Standard,Mobile App,1,3712.7
B02346,G0089,H004,01-03-2026,Deluxe,Travel Agent,4,16622.54
B02347,G0239,H020,12-02-2026,Deluxe,Website,5,19974
B02348,G0086,H004,12-02-2026,Standard,Mobile App,2,5040.59
B02349,G0121,H008,10-07-2024,Standard,Website,3,9154.71
B02350,G0315,H025,06-12-2024,Suite,Website,1,9970.47
B02351,G0270,H025,12-06-2025,Standard,Website,1,3054.02
B02352,G0032,H021,01-02-2026,Standard,Website,2,5993.88
B02353,G0148,H014,03-08-2025,Standard,Website,4,13494.33
B02354,G0012,H024,22-07-2026,Standard,Mobile App,4,11744.73
B02355,G0174,H025,30-05-2026,Deluxe,Website,3,16754.57
B02356,G0250,H013,03-01-2024,Deluxe,Mobile App,1,3863.6
B02357,G0044,H014,03-07-2026,Deluxe,Phone,4,22003.32
B02358,G0114,H006,29-09-2025,Executive,Mobile App,7,51367.89
B02359,G0139,H022,23-09-2025,Deluxe,Walk-in,2,13066.93
B02360,G0333,H023,06-06-2026,Deluxe,Mobile App,7,29261.54
B02361,G0350,H023,15-11-2024,Suite,Website,2,14479.57
B02362,G0015,H022,18-06-2025,Standard,Website,1,3997.55
B02363,G0280,H002,03-07-2024,Suite,Travel Agent,14,100967.91
B02364,G0135,H023,03-04-2026,Standard,Website,3,8447.21
B02365,G0136,H002,15-01-2026,Standard,Mobile App,4,11634.67
B02366,G0277,H007,15-05-2025,Standard,Website,10,35085.33
B02367,G0332,H017,12-04-2024,Deluxe,Website,3,17045.96
B02368,G0344,H002,08-01-2024,Standard,Travel Agent,3,9254.69
B02369,G0212,H017,01-11-2024,Executive,Website,1,9221.84
B02370,G0130,H022,19-01-2025,Suite,Travel Agent,4,42398.87
B02371,G0287,H014,18-01-2026,Deluxe,Website,4,19140.72
B02372,G0101,H010,15-01-2024,Standard,Walk-in,3,10018.79
B02373,G0205,H001,04-07-2025,Deluxe,Travel Agent,2,8229.76
B02374,G0130,H007,14-08-2024,Suite,Walk-in,1,8254.52
B02375,G0245,H012,27-05-2026,Standard,Mobile App,2,5223.13
B02376,G0094,H006,10-10-2025,Suite,Website,2,16409.66
B02377,G0072,H011,09-10-2025,Deluxe,Website,7,26527.3
B02378,G0332,H022,12-08-2026,Standard,Walk-in,1,3572.05
B02379,G0035,H025,11-08-2025,Suite,Mobile App,5,47501.82
B02380,G0182,H010,30-04-2025,Standard,Travel Agent,3,9887.58
B02381,G0086,H003,07-04-2025,Standard,Travel Agent,1,3781.83
B02382,G0014,H017,22-05-2026,Suite,Website,4,43242.06
B02383,G0014,H001,02-03-2024,Suite,Phone,1,7639.85
B02384,G0067,H013,12-06-2025,Deluxe,Mobile App,3,11957.03
B02385,G0318,H006,22-03-2024,Deluxe,Walk-in,2,11227.14
B02386,G0110,H001,07-07-2026,Executive,Website,1,6477.42
B02387,G0344,H009,22-03-2026,Suite,Mobile App,2,19111.1
B02388,G0215,H006,23-04-2024,Standard,Mobile App,2,7202.26
B02389,G0151,H011,05-05-2025,Standard,Website,3,8370.33
B02390,G0214,H018,09-02-2026,Standard,Mobile App,10,29648.91
B02391,G0188,H009,12-01-2025,Executive,Website,1,8714.37
B02392,G0278,H017,12-01-2026,Standard,Website,4,17440.44
B02393,G0110,H002,01-10-2024,Standard,Phone,2,5953.95
B02394,G0127,H021,19-10-2024,Deluxe,Travel Agent,5,27539.93
B02395,G0321,H004,19-03-2024,Standard,Website,7,22465.15
B02396,G0343,H025,12-06-2026,Deluxe,Travel Agent,4,20276.25
B02397,G0321,H024,27-09-2025,Suite,Website,2,16400.83
B02398,G0147,H007,21-02-2026,Standard,Website,3,10760.12
B02399,G0286,H006,16-05-2025,Standard,Walk-in,3,9861.22
B02400,G0171,H003,22-06-2024,Suite,Mobile App,1,10564.4
B02401,G0180,H020,11-11-2024,Suite,Phone,5,36139.97
B02402,G0077,H021,01-01-2026,Standard,Mobile App,14,52949.95
B02403,G0221,H024,28-11-2024,Deluxe,Walk-in,2,9436.97
B02404,G0071,H008,05-09-2025,Suite,Website,5,49374.4
B02405,G0122,H021,17-03-2026,Deluxe,Mobile App,4,19805.86
B02406,G0316,H017,30-04-2025,Standard,Walk-in,5,18779.82
B02407,G0078,H009,25-06-2024,Standard,Walk-in,10,36762.93
B02408,G0027,H002,13-03-2025,Suite,Website,3,22284.18
B02409,G0025,H016,08-03-2024,Deluxe,Website,4,17440.38
B02410,G0341,H021,16-01-2024,Deluxe,Travel Agent,5,26449.66
B02411,G0183,H021,02-03-2026,Deluxe,Website,2,10165.6
B02412,G0143,H018,11-07-2025,Deluxe,Walk-in,3,12680.59
B02413,G0296,H017,02-07-2026,Deluxe,Website,5,30634.88
B02414,G0309,H010,03-03-2024,Executive,Website,3,19821.41
B02415,G0122,H004,05-05-2025,Standard,Mobile App,1,2783.79
B02416,G0263,H003,13-03-2024,Suite,Phone,3,34910.83
B02417,G0283,H009,01-06-2026,Standard,Website,1,3957.22
B02418,G0243,H019,19-08-2024,Standard,Mobile App,2,7256.16
B02419,G0058,H004,03-06-2024,Executive,Travel Agent,3,17963.54
B02420,G0320,H006,14-05-2026,Executive,Mobile App,14,102021.27
B02421,G0196,H002,11-06-2025,Deluxe,Mobile App,1,3932.99
B02422,G0110,H004,15-02-2024,Standard,Website,5,12656.97
B02423,G0148,H017,09-12-2025,Standard,Mobile App,1,4293.56
B02424,G0014,H021,04-06-2025,Deluxe,Walk-in,7,37092.13
